sentence,tags,lem
واما ما كان من عساكر اللئام ، فانهم لما حملوا على الملك الظاهر وامامهم القران ميخائيل ، فتلقاهم الملك كما تتلقى الارض العطشانه اوابل الامطار .,conj pron_rel verb prep noun noun punc verb_pseudo pron_rel verb prep noun noun noun noun_prop noun_prop punc verb noun conj verb noun noun noun_prop noun punc,إِمّا ما كان مِن عَسْكَر لَئِيم ، إِنَّ ما حَمَّل عَلَى مَلِك ظاهِر أَمام قُرْآن مِيخائِيل ، تَلَقَّى مَلِك كَما تَلَقَّى أَرْض عَطْشان اوابل مَطَر .
وكانوا عساكر الاسلام ادركواه وحملوا وراه .,verb noun noun_prop noun_prop verb verb punc,كان عَسْكَر إِسْلام ادركواه حَمَل راوَنْد .
فعند ذلك التقت الرجال بالرجال ، والابطال بالابطال ، وجرى الدم وسال ، وتقطعت الاوصال .,noun pron_dem verb noun noun punc noun noun punc verb noun verb punc verb noun punc,عِنْد ذٰلِكَ ٱِلْتَقَى رَجُل رَجُل ، بَطَل بَطَل ، جَرَى دَم سَأَل ، تَقَطَّع وَصْل .
ولا زال السيف يعمل ، والدم يبذل ، ونار الحرب تشعل ، والرجال تقتل ، الى ان مالت رايات الافرنج ، وولوا من قدام الاسلام هاربين ، وللنجاه طالبين الى ان دخلوا داخل البلد ، واغلقوا الأبواب .,part_neg verb noun verb punc noun verb punc noun noun verb punc noun verb punc prep conj_sub verb noun noun punc verb prep noun noun_prop adj punc noun noun prep conj_sub verb noun noun punc verb noun punc,لا زال سَيْف عَمِل ، دَم بَذَل ، نار حَرْب أَشْعَل ، رَجُل قَتَل ، إِلَى أَنَّ مال رايَة إِفْرَنْج ، وَلَّى مِن قُدّام إِسْلام هارِب ، نَجاة طالِب إِلَى أَنَّ دَخَل داخِل بَلَد ، أَغْلَق باب .
والملك رجع بعساكره الى الخيام على خيل شارده ، وعدد مبدده ، وغنيمه عظيمه ، لها قدر وقيمه .,noun verb noun prep noun prep noun noun punc noun noun punc noun adj punc prep noun noun punc,مَلِك رَجَع عَسْكَر إِلَى خَيْمَة عَلَى خَيْل شارِد ، عَدَد مُبَدِّد ، غَنِيمَة عَظِيم ، لِ قَدْر قِيمَة .
وجلس بالصيوان ، وحواليه اكابره والاعيان ، وصار يسلم على طود البحر ، ويقول له : يا ولدي ، متى نلت ذلك الباع الطويل ؟,verb noun punc prep verb noun punc verb verb prep noun noun punc verb prep punc part_voc noun punc adv_rel verb pron_dem noun adj punc,جَلَس صِيوان ، حَوالَى كابَر أَعْيان ، صار سَلَّم عَلَى طَوْد بَحْر ، قال لِ : يا لَدَى ، مَتَى نال ذٰلِكَ باع طَوِيل ؟
ففز طود البحر ، وقبل الارض بين ايادي الملك ، وقال له : افندم ، هذه انظار الاستاذ اخوك بالعهد الشيخ ابا جابر القيرواني .,verb noun noun punc noun noun noun noun noun punc verb prep punc noun_prop punc pron_dem noun noun noun noun noun_prop noun noun_prop noun_prop punc,فَزّ طَوْد بَحْر ، قِبَل أَرْض بَيِّن يَد مَلِك ، قال لِ : أَفَنْدِم ، هٰذا نَظَر أُسْتاذ أَخ عَهْد شَيْخ أَب جابِر القيرواني .
واخبره انه صار شراقه ، وصار لي قاعد عنده منذ رجعنا من العراضه من العريش .,verb conj_sub verb noun punc verb prep noun noun conj verb prep noun_prop prep noun_prop punc,أَخْبَر أَنَّ صار شَرّاق ، صار لِ قاعِد عِنْد مُنْذُ رَجَع مِن العراضه مِن عَرِيش .
فقال الملك : ما شاء الله !,verb noun punc pron_rel verb noun_prop punc,قال مَلِك : ما شاء اللَّه !
محوط بالله تعالى ، لان امك جنيه وابوك جمال الدين ، محبوك من الطرفين .,noun_prop noun_prop verb punc conj_sub noun noun noun noun_prop noun punc noun prep noun punc,محوط اللَّه تَعالَى ، أَنَّ أُمّ جِنِيه أَب جَمال دِين ، مُحِبّ مِن طَرَف .
والتفت الملك الى الاعيان ، وقال لهم : هذه القسطنطينيه حاصرت ثاني مره ، كيف الراي بفتوحها ، وخلاص الاسارى ، وكمش جوان الشيطان .,verb noun prep noun punc verb prep punc pron_dem noun_prop verb adj noun punc adv_rel noun noun punc noun noun punc verb noun_prop noun punc,ٱِلْتَفَت مَلِك إِلَى أَعْيان ، قال لِ : هٰذا القسطنطينيه حاصَر ثانِي مَرَّة ، كَيْفَ رَأْي فَتْح ، خَلاص أَسِير ، كَمَش جُوان شَيْطان .
فقال له إبراهيم : افندم ، بسلامة ابن سلطاننا طود البحر .,verb prep noun_prop punc noun_prop punc noun noun_prop noun_prop noun noun punc,قال لِ إِبْراهِيم : أَفَنْدِم ، سَلامَة ٱِبْن سُلْطان طَوْد بَحْر .
فضحك طود البحر ، وقال له : مرحبا بك ، يا عمي إبراهيم ، ولكن اذا حصل الأصيل بطل الوكيل .,verb noun noun punc verb prep punc adv noun_prop punc part_voc noun noun_prop punc conj conj verb noun noun noun punc,ضَحِك طَوْد بَحْر ، قال لِ : مَرْحَباً بَك ، يا عَمّ إِبْراهِيم ، لٰكِن إِذا حَصَل أَصِيل بَطَل وَكِيل .
فقال له الملك : ما معنى هذا الكلام ، يا شاه زاده ؟,verb prep noun punc pron_rel noun pron_dem noun punc part_voc noun_prop noun punc,قال لِ مَلِك : ما مَعْنَى هٰذا كَلام ، يا شاه زاد ؟
قال له : افندم ، ما زال ابي جمال الدين موجود ، انا ما لي تكلم .,verb prep punc noun_prop punc pron_rel verb noun_prop noun_prop noun noun punc pron pron_rel prep verb punc,قال لِ : أَفَنْدِم ، ما زال أَبِي جَمال دِين مَوْجُود ، أَنا ما لِ تَكَلَّم .
فقال له الملك : يا طود البحر ، من خصوص ابوك ، سبحان العليم اين أراضيه .,verb prep noun punc part_voc noun noun punc prep noun noun punc noun noun adv_interrog noun punc,قال لِ مَلِك : يا طَوْد بَحْر ، مِن خُصُوص أَب ، سُبْحان عَلِيم أَيْنَ أَرْض .
ولو كان حاضر ما كنا كلفناك لشيئى ، ولكن الان انت لازم تسد غيبته .,conj verb verb pron_rel verb verb noun punc conj noun pron adj verb verb punc,لَو كان حاضَر ما كان كَلَّف شَيْء ، لٰكِن آن أَنْتَ لازِم ساد غَيَّب .
فقال له طود البحر : وحيات راسك ، يا خادم الحرمين ، ابي بوسط القسطنطينيه ، ومعه عشر مقدمين ، وهم الحنش ابن فارس ، واخوه سيف الدين ناب الفيل ، والنسر ابن عجبور ¤ ، وفلان وفلان ، الى ان عد له العشره المقدمين .,verb prep noun noun punc noun noun punc part_voc noun noun_prop punc noun_prop noun noun_prop punc prep noun adj punc pron noun noun_prop noun_prop punc noun noun_prop noun verb noun punc noun noun_prop noun_prop punc punc noun noun punc prep conj_sub verb prep noun adj punc,قال لِ طَوْد بَحْر : حَيَّة رَأْس ، يا خادِم حَرَم ، أَبِي وَسْط القسطنطينيه ، مَع عَشَرَة مُقَدَّم ، هُم حَنَش ٱِبْن فارِس ، أَخ سَيْف دِين ناب فِيل ، نَسْر ٱِبْن عجبور ¤ ، فَلّ فَلّ ، إِلَى أَنَّ عَدّ لِ عَشَرَة مُقَدَّم .
فقال له الملك : عجايب !,verb prep noun punc noun_prop punc,قال لِ مَلِك : عجايب !
ايش عرفك بذلك ؟,noun_prop verb pron_dem punc,ايش عَرَف ذٰلِكَ ؟
قال له : افندم ، استفقد الرجال ، وانظر كلام عبدك صدق ام كذب .,verb prep punc noun_prop punc verb noun punc verb noun noun verb conj noun punc,قال لِ : أَفَنْدِم ، ٱِسْتَفْقَد رَجُل ، نَظَر كَلام عَبْد صَدَّق أَم كِذْب .
فاستفقد الملك الرجال ، فنظر العشره المقدمين الذي ذكرهم طود البحر غايبين .,verb noun noun punc noun noun adj pron_rel verb noun noun noun_prop punc,ٱِسْتَفْقَد مَلِك رَجُل ، نَظَر عَشَرَة مُقَدَّم الَّذِي ذَكَر طَوْد بَحْر غايبين .
فقال له الملك : صدقت ، يا شاه زاده ، ولكن ابوك يقدر على فتوح البلد ؟,verb prep noun punc verb punc part_voc noun_prop noun punc conj noun verb prep noun noun punc,قال لِ مَلِك : صَدَق ، يا شاه زاد ، لٰكِن أَب قَدَّر عَلَى فَتْح بَلَد ؟
قال له : افندم ، بعون الله تعالى يقدر ، وهذه الليله البلد تصير بيدك .,verb prep punc noun_prop punc noun_prop noun_prop verb verb punc pron_dem noun noun verb noun punc,قال لِ : أَفَنْدِم ، عَوْن اللَّه تَعالَى قَدَّر ، هٰذا لَيْلَة بَلَد صار يَد .
فتعجب الملك متى جاء جمال الدين ، ودخل داخل البلد .,verb noun adv_rel verb noun_prop noun punc verb noun noun punc,أَعْجَب مَلِك مَتَى جاء جَمال دِين ، دَخَل داخِل بَلَد .
فقال له طود البحر : افندم ، ابي حضر باثناء الوقعه واخذ عشره من الرجال ، ودخل الى البلد بصفات بترك هو والرجال ، واذا كان سعادة امير المؤمنين يريد يتفرج على افعال ابي بوسط البلد ، حتى افرجيك * .,verb prep noun noun punc noun_prop punc noun_prop verb noun noun verb noun prep noun punc verb prep noun noun noun pron noun punc conj verb noun_prop noun noun verb verb prep noun noun_prop noun noun punc prep noun_prop punc punc,قال لِ طَوْد بَحْر : أَفَنْدِم ، أَبِي حَضَر أَثْناء وَقْعَة أَخَذ عَشَرَة مِن رَجُل ، دَخَل إِلَى بَلَد صِفَة تَرْك هُوَ رَجُل ، إِذا كان سَعادَة أَمِير مُؤْمِن أَراد تَفَرَّج عَلَى فِعْل أَبِي وَسْط بَلَد ، حَتَّى افرجيك * .
فقال له الملك : اذا عملت معروف هذا محله .,verb prep noun punc conj verb adj pron_dem noun punc,قال لِ مَلِك : إِذا عَمِل مَعْرُوف هٰذا مَحَلّ .
فحالا استدعى طود البحر بطشت من النحاس ، فاحضروا له ما طلب .,noun verb noun noun verb prep noun_prop punc verb prep pron_rel verb punc,حال ٱِسْتَدْعَى طَوْد بَحْر بَطَش مِن نَحّاس ، أَحْضَر لِ ما طَلَب .
فكتب ورقه طود البحر ، وحطها بين عيون الملك ، وعبا الطشت ماء ، وقال الى الملك : قم ، يا امير المؤمنين ، وقف بذلك الطشت ترى العجب .,noun noun noun noun punc verb noun noun noun punc verb noun noun punc verb prep noun punc verb punc part_voc noun noun punc noun pron_dem noun verb noun punc,كِتاب وَرَق طَوْد بَحْر ، حَطّ بَيِّن عَيْن مَلِك ، عَبَّأ طَشْت ماء ، قال إِلَى مَلِك : قَمّ ، يا أَمِير مُؤْمِن ، وَقْف ذٰلِكَ طَشْت وَرَى عَجَب .
